    1.000000      0.1260000E-02
   0.9937200      0.2137733E-02
   0.9827658      0.3652628E-02
   0.9699775      0.5395763E-02
   0.9556484      0.7317189E-02
   0.9402486      0.9345839E-02
   0.9242123      0.1141940E-01
   0.9078338      0.1349729E-01
   0.8912799      0.1555747E-01
   0.8746367      0.1758921E-01
   0.8579464      0.1958767E-01
   0.8412299      0.2155079E-01
   0.8244974      0.2347775E-01
   0.8077546      0.2536826E-01
   0.7910046      0.2722215E-01
   0.7742495      0.2903929E-01
   0.7574910      0.3081946E-01
   0.7407304      0.3256231E-01
   0.7239692      0.3426741E-01
   0.7072086      0.3593415E-01
   0.6904498      0.3756179E-01
   0.6736942      0.3914944E-01
   0.6569430      0.4069607E-01
   0.6401976      0.4220048E-01
   0.6234593      0.4366132E-01
   0.6067296      0.4507707E-01
   0.5900098      0.4644604E-01
   0.5733015      0.4776639E-01
   0.5566061      0.4903607E-01
   0.5399254      0.5025287E-01
   0.5232609      0.5141440E-01
   0.5066145      0.5251805E-01
   0.4899881      0.5356103E-01
   0.4733836      0.5454034E-01
   0.4568033      0.5545275E-01
   0.4402494      0.5629481E-01
   0.4237245      0.5706282E-01
   0.4072312      0.5775284E-01
   0.3907728      0.5836065E-01
   0.3743523      0.5888176E-01
   0.3579737      0.5931135E-01
   0.3416411      0.5964430E-01
   0.3253592      0.5987512E-01
   0.3091334      0.5999796E-01
   0.2929700      0.6000654E-01
   0.2768762      0.5989415E-01
   0.2608607      0.5965360E-01
   0.2449337      0.5927721E-01
   0.2291078      0.5875675E-01
   0.2133984      0.5808348E-01
   0.1978253      0.5724818E-01
   0.1824140      0.5624130E-01
   0.1671985      0.5505334E-01
   0.1522253      0.5367551E-01
   0.1375585      0.5210105E-01
   0.1232868      0.5032750E-01
   0.1095300      0.4836006E-01
   0.9644040E-01  0.4621587E-01
   0.8419250E-01  0.4392743E-01
   0.7295464E-01  0.4154215E-01
   0.6284856E-01  0.3911578E-01
   0.5391754E-01  0.3670115E-01
   0.4612202E-01  0.3433829E-01
   0.3936201E-01  0.3205037E-01
   0.3350894E-01  0.2984552E-01
   0.2843159E-01  0.2772130E-01
   0.2401083E-01  0.2566907E-01
   0.2014561E-01  0.2367712E-01
   0.1675353E-01  0.2173266E-01
   0.1376927E-01  0.1982291E-01
   0.1114227E-01  0.1793562E-01
   0.8834520E-02  0.1605954E-01
   0.6818652E-02  0.1418471E-01
   0.5076404E-02  0.1230310E-01
   0.3597085E-02  0.1040943E-01
   0.2375947E-02  0.8502398E-02
   0.1411548E-02  0.6585675E-02
   0.7030324E-03  0.4670019E-02
   0.2448913E-03  0.2768967E-02
   0.2616688E-04  0.9084721E-03
   0.0            0.0
   0.2616688E-04 -0.9084721E-03
   0.2448913E-03 -0.2768967E-02
   0.7030324E-03 -0.4670019E-02
   0.1411548E-02 -0.6585675E-02
   0.2375947E-02 -0.8502398E-02
   0.3597085E-02 -0.1040943E-01
   0.5076404E-02 -0.1230310E-01
   0.6818652E-02 -0.1418471E-01
   0.8834520E-02 -0.1605954E-01
   0.1114227E-01 -0.1793562E-01
   0.1376927E-01 -0.1982291E-01
   0.1675353E-01 -0.2173266E-01
   0.2014561E-01 -0.2367712E-01
   0.2401083E-01 -0.2566907E-01
   0.2843159E-01 -0.2772130E-01
   0.3350894E-01 -0.2984552E-01
   0.3936201E-01 -0.3205037E-01
   0.4612202E-01 -0.3433829E-01
   0.5391754E-01 -0.3670115E-01
   0.6284856E-01 -0.3911578E-01
   0.7295464E-01 -0.4154215E-01
   0.8419250E-01 -0.4392743E-01
   0.9644040E-01 -0.4621587E-01
   0.1095300     -0.4836006E-01
   0.1232868     -0.5032750E-01
   0.1375585     -0.5210105E-01
   0.1522253     -0.5367551E-01
   0.1671985     -0.5505334E-01
   0.1824140     -0.5624130E-01
   0.1978253     -0.5724818E-01
   0.2133984     -0.5808348E-01
   0.2291078     -0.5875675E-01
   0.2449337     -0.5927721E-01
   0.2608607     -0.5965360E-01
   0.2768762     -0.5989415E-01
   0.2929700     -0.6000654E-01
   0.3091334     -0.5999796E-01
   0.3253592     -0.5987512E-01
   0.3416411     -0.5964430E-01
   0.3579737     -0.5931135E-01
   0.3743523     -0.5888176E-01
   0.3907728     -0.5836065E-01
   0.4072312     -0.5775284E-01
   0.4237245     -0.5706282E-01
   0.4402494     -0.5629481E-01
   0.4568033     -0.5545275E-01
   0.4733836     -0.5454034E-01
   0.4899881     -0.5356103E-01
   0.5066145     -0.5251805E-01
   0.5232609     -0.5141440E-01
   0.5399254     -0.5025287E-01
   0.5566061     -0.4903607E-01
   0.5733015     -0.4776639E-01
   0.5900098     -0.4644604E-01
   0.6067296     -0.4507707E-01
   0.6234593     -0.4366132E-01
   0.6401976     -0.4220048E-01
   0.6569430     -0.4069607E-01
   0.6736942     -0.3914944E-01
   0.6904498     -0.3756179E-01
   0.7072086     -0.3593415E-01
   0.7239692     -0.3426741E-01
   0.7407304     -0.3256231E-01
   0.7574910     -0.3081946E-01
   0.7742495     -0.2903929E-01
   0.7910046     -0.2722215E-01
   0.8077546     -0.2536826E-01
   0.8244974     -0.2347775E-01
   0.8412299     -0.2155079E-01
   0.8579464     -0.1958767E-01
   0.8746367     -0.1758921E-01
   0.8912799     -0.1555747E-01
   0.9078338     -0.1349729E-01
   0.9242123     -0.1141940E-01
   0.9402486     -0.9345839E-02
   0.9556484     -0.7317189E-02
   0.9699775     -0.5395763E-02
   0.9827658     -0.3652628E-02
   0.9937200     -0.2137733E-02
    1.000000     -0.1260000E-02
